__v,_id,active,category,closingDate,currentPrice,description,images,numberOfBids,preferredPrice,startingDate,startingPrice,thumbnail,title,user,winningBidder
0,62580a0d8461b29d70804449,true,electronics,2024-02-29T23:00:00.000Z,150,cool art piece,"[""auction-6241a82995e7475e444e9b3b-1649936909133-1.jpeg""]",0,15000,2022-04-14T11:48:29.149Z,150,auction-6241a82995e7475e444e9b3b-1649936909077-thumbnail.jpeg,To be delted must be deleted ,6241a82995e7475e444e9b3b,
0,62580a4d8461b29d7080444c,true,electronics,2024-02-29T23:00:00.000Z,173,cool art piece,"[""auction-6241a82995e7475e444e9b3b-1649936973987-1.jpeg""]",1,15000,2022-04-14T11:49:33.998Z,150,auction-6241a82995e7475e444e9b3b-1649936973964-thumbnail.jpeg,To be delted must be deleted ,6241a82995e7475e444e9b3b,
0,62580abb8461b29d70804452,true,electronics,2024-02-29T23:00:00.000Z,150,203,[],0,15000,2022-04-14T11:51:23.045Z,150,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,62580ad88461b29d70804458,true,electronics,2024-02-29T23:00:00.000Z,150,203,[],0,15000,2022-04-14T11:51:52.904Z,150,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,625d5defd999e8d9f18c1c8d,true,electronics,2024-02-29T23:00:00.000Z,5000,203,[],0,150000,2022-04-18T12:47:43.149Z,5000,,Auction With thumbnail,6241a82995e7475e444e9b3b,
0,625d6d85807f1720f98db7ed,true,electronics,2022-05-18T22:00:00.000Z,4000,203,"[""auction-6241a82995e7475e444e9b3b-1650290053730-2.jpeg"",""auction-6241a82995e7475e444e9b3b-1650290053729-1.jpeg""]",0,200000,2022-04-18T13:54:13.853Z,4000,auction-6241a82995e7475e444e9b3b-1650290053633-thumbnail.jpeg,the amazing pencil,6241a82995e7475e444e9b3b,
0,625e7286226928a9384fd359,true,electronics,2022-05-31T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1650356870272-1.jpeg""]",0,150000,2022-04-19T08:27:50.361Z,150,auction-6241a82995e7475e444e9b3b-1650356870073-thumbnail.jpeg,Product 19 4,6241a82995e7475e444e9b3b,
0,6261c8cf7d66e4e1c4962ba5,true,electronics,2022-05-31T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1650575567227-1.jpeg""]",0,150000,2022-04-21T21:12:47.273Z,150,auction-6241a82995e7475e444e9b3b-1650575567042-thumbnail.jpeg,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cd78278f970401c929e9,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:32:40.667Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cd95278f970401c929ec,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:33:09.826Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cdbe278f970401c929ef,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:33:50.835Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261ce8dfedb761594f3d15b,true,electronics,2022-05-31T23:00:00.000Z,173,203,[],1,150000,2022-04-21T21:37:17.253Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cef42e90303613bed062,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:39:00.040Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cf1c1bccf12b3e1cdfce,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:39:40.221Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261cf5c1bccf12b3e1cdfd1,true,electronics,2022-05-31T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1650577244747-1.jpeg""]",0,150000,2022-04-21T21:40:44.759Z,150,auction-6241a82995e7475e444e9b3b-1650577244731-thumbnail.jpeg,Product 19 4,6241a82995e7475e444e9b3b,
0,6261d1c7dd0a577cacba0239,true,electronics,2022-05-31T23:00:00.000Z,150,203,[],0,150000,2022-04-21T21:51:03.762Z,150,,Product 19 4,6241a82995e7475e444e9b3b,
0,6261d31b83afba86028fc3f6,true,electronics,2022-05-31T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1650578203893-1.jpeg""]",0,150000,2022-04-21T21:56:43.903Z,150,auction-6241a82995e7475e444e9b3b-1650578203878-thumbnail.jpeg,Product 19 4,6241a82995e7475e444e9b3b,
0,626268eeeda7a55e2ac62c1e,true,electronics,2022-05-28T22:00:00.000Z,4000,203,"[""auction-6241a82995e7475e444e9b3b-1650616558750-1.jpeg""]",0,200000,2022-04-22T08:35:58.831Z,4000,auction-6241a82995e7475e444e9b3b-1650616558711-thumbnail.jpeg,the amazing picture,6241a82995e7475e444e9b3b,
0,626279646b65abfa216aeeef,true,,2022-05-28T22:00:00.000Z,12235,203,"[""auction-6241a82995e7475e444e9b3b-1650620772488-1.jpeg""]",8,200000,2022-04-22T09:46:12.555Z,4000,auction-6241a82995e7475e444e9b3b-1650620772479-thumbnail.jpeg,the amazing picture,6241a82995e7475e444e9b3b,
0,6262869a4f5146dc70995ce8,true,,2022-05-28T22:00:00.000Z,4000,203,"[""auction-6241a82995e7475e444e9b3b-1650624154764-1.jpeg""]",0,200000,2022-04-22T10:42:34.841Z,4000,auction-6241a82995e7475e444e9b3b-1650624154755-thumbnail.jpeg,the amazing picture,6241a82995e7475e444e9b3b,
0,626289222f593b1ac365dd77,true,,2022-05-28T22:00:00.000Z,4600,203,"[""auction-6241a82995e7475e444e9b3b-1650624802415-1.jpeg""]",1,200000,2022-04-22T10:53:22.513Z,4000,auction-6241a82995e7475e444e9b3b-1650624802382-thumbnail.jpeg,the amazing Pokemon,6241a82995e7475e444e9b3b,
0,6267d13562744144b74862bc,true,,2022-05-28T22:00:00.000Z,4000,203,"[""auction-6241a82995e7475e444e9b3b-1650970933224-1.jpeg""]",0,200000,2022-04-26T11:02:13.301Z,4000,auction-6241a82995e7475e444e9b3b-1650970933169-thumbnail.jpeg,the amazing Pokemon,6241a82995e7475e444e9b3b,
0,6267f1b25a54f77c2b691326,true,,2022-05-28T22:00:00.000Z,4000,203,"[""auction-623c422f81ad779e64a41343-1650979250671-1.jpeg""]",0,200000,2022-04-26T13:20:50.754Z,4000,auction-623c422f81ad779e64a41343-1650979250638-thumbnail.jpeg,golf 3030,623c422f81ad779e64a41343,
0,6267f1f05a54f77c2b69133c,true,,2022-05-28T22:00:00.000Z,1000000,203,"[""auction-623c422f81ad779e64a41343-1650979312841-1.jpeg""]",0,200000000,2022-04-26T13:21:52.930Z,1000000,auction-623c422f81ad779e64a41343-1650979312832-thumbnail.jpeg,metroc 3030,623c422f81ad779e64a41343,
0,62696623121453529651bbb2,true,,2022-06-21T23:00:00.000Z,150,203,"[""auction-6241a82995e7475e444e9b3b-1651074595510-1.jpeg""]",0,150000,2022-04-27T15:49:55.523Z,150,auction-6241a82995e7475e444e9b3b-1651074595491-thumbnail.jpeg,Cool Kicks,6241a82995e7475e444e9b3b,
0,626a7c9a5826e82cac4d63dc,true,,2022-05-28T22:00:00.000Z,1000000,203,[],0,200000000,2022-04-28T11:38:02.315Z,1000000,,ksi 2020,623c422f81ad779e64a41343,
0,626d39687bdb2911c7db3e21,true,,2022-06-21T23:00:00.000Z,150,203,"[""auction-623c422f81ad779e64a41343-1651325288282-1.jpeg""]",0,150000,2022-04-30T13:28:08.328Z,150,auction-623c422f81ad779e64a41343-1651325287893-thumbnail.jpeg,Cool Kicks,623c422f81ad779e64a41343,
0,626d3b3e7bdb2911c7db3e26,true,,2022-06-21T23:00:00.000Z,150,203,"[""auction-623c422f81ad779e64a41343-1651325758531-1.jpeg""]",0,150000,2022-04-30T13:35:58.546Z,150,auction-623c422f81ad779e64a41343-1651325758511-thumbnail.jpeg,Cool Kicks,623c422f81ad779e64a41343,
0,62725cd89e89274c09aafc31,true,,2022-05-28T22:00:00.000Z,1000000,203,[],0,200000000,2022-05-04T11:00:40.271Z,1000000,,ksi 2020,623c422f81ad779e64a41343,
0,6272a6f7e270617045758304,false,,2022-05-16T09:37:49.065Z,15000,Hight Quality Tv,[],2,15000,2022-05-04T16:16:55.541Z,1500,,Hight Quality Tv,6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272a7f4e270617045758324,false,,2022-05-14T21:15:42.579Z,15000,Hight Quality Tv,[],1,15000,2022-05-04T16:21:08.049Z,1500,,lol,6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272a900e27061704575834b,true,,2022-05-05T16:25:21.334Z,1984,Hight Quality Tv,"[""auction-6241a82995e7475e444e9b3b-1651681536242-1.jpeg""]",2,15000,2022-05-04T16:25:36.264Z,1500,auction-6241a82995e7475e444e9b3b-1651681536182-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,6272a90fe27061704575834e,false,,2022-05-13T15:27:20.282Z,15000,Hight Quality Tv,"[""auction-6241a82995e7475e444e9b3b-1651681551634-1.jpeg""]",2,15000,2022-05-04T16:25:51.660Z,1500,auction-6241a82995e7475e444e9b3b-1651681551610-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272aa2fe27061704575836b,false,,2022-05-13T12:39:20.393Z,15000,Hight Quality Tv,[],2,15000,2022-05-04T16:30:39.101Z,1500,,Hight Quality Tv,6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272aa96e270617045758382,true,,2022-05-06T16:32:12.037Z,1500,Hight Quality Tv,[],0,15000,2022-05-04T16:32:22.173Z,1500,,Hight Quality Tv,6272aa80e27061704575836d,
0,6272ab08e270617045758385,true,,2022-05-06T16:32:12.037Z,1984,Hight Quality Tv,[],2,15000,2022-05-04T16:34:16.443Z,1500,,Hight Quality Tv,6272aa80e27061704575836d,
0,6272ab31e270617045758388,false,,2022-05-13T14:24:29.079Z,15000,Hight Quality Tv,"[""auction-6272aa80e27061704575836d-1651682096992-1.jpeg"",""auction-6272aa80e27061704575836d-1651682096993-2.jpeg"",""auction-6272aa80e27061704575836d-1651682096993-3.jpeg""]",1,15000,2022-05-04T16:34:57.019Z,1500,auction-6272aa80e27061704575836d-1651682096953-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,623c422f81ad779e64a41343
0,6272ac0ee2706170457583b1,false,,2022-05-13T14:20:31.826Z,16000,Hight Quality Tv,[],4,15000,2022-05-04T16:38:38.177Z,1500,,Hight Quality Tv,6272aa80e27061704575836d,623c422f81ad779e64a41343
0,6272acf5d69fb81c63cc6248,true,,2022-05-06T16:32:12.037Z,1500,Hight Quality Tv,[],0,15000,2022-05-04T16:42:29.976Z,1500,auction-6272aa80e27061704575836d-1651682549952-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6272ad22d69fb81c63cc624f,true,,2022-05-06T16:32:12.037Z,1500,Hight Quality Tv,[],0,30000,2022-05-04T16:43:14.891Z,1500,auction-6272aa80e27061704575836d-1651682594868-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6272af07d69fb81c63cc625c,false,,2022-05-13T14:26:12.563Z,30000,Lols hmd,"[""auction-6272aa80e27061704575836d-1651683079023-1.jpeg"",""auction-6272aa80e27061704575836d-1651683079024-2.jpeg"",""auction-6272aa80e27061704575836d-1651683079025-3.jpeg"",""auction-6272aa80e27061704575836d-1651683079025-4.jpeg""]",1,30000,2022-05-04T16:51:19.055Z,1500,auction-6272aa80e27061704575836d-1651683078985-thumbnail.jpeg,Hmd khedmet,6272aa80e27061704575836d,623c422f81ad779e64a41343
0,6272dfa9ee6ddd1f067a7f3c,false,,2022-05-12T20:31:34.178Z,30000,Hight Quality Tv,[],1,30000,2022-05-04T20:18:49.116Z,4000,,"32 "" 4K Tv",6241a82995e7475e444e9b3b,6272aa80e27061704575836d
0,6272e0bdee6ddd1f067a7f5e,true,,2022-05-15T20:23:12.862Z,1500,Hight Quality suit,[],0,30000,2022-05-04T20:23:25.199Z,1500,,Suit,6272aa80e27061704575836d,
0,6272e1f29317c451e5404999,true,,2022-05-15T20:23:12.862Z,1725,Hight Quality suit,[],1,30000,2022-05-04T20:28:34.799Z,1500,auction-6272aa80e27061704575836d-1651696114659-thumbnail.jpeg,Suit,6272aa80e27061704575836d,
0,6272e28b9317c451e54049ad,true,,2022-05-15T20:23:12.862Z,1500,Hight Quality suit,[],0,30000,2022-05-04T20:31:07.011Z,1500,auction-6272aa80e27061704575836d-1651696267000-thumbnail.jpeg,Pc portable,6272aa80e27061704575836d,
0,6272e6a39317c451e5404af4,true,,2022-05-05T20:48:27.755Z,1725,Ghj,[],1,15000,2022-05-04T20:48:35.768Z,1500,auction-6241a82995e7475e444e9b3b-1651697315756-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,62739492391d9efe81e60f19,true,,2022-05-07T09:10:26.664Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T09:10:42.817Z,1500,auction-6272aa80e27061704575836d-1651741842531-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,62739cf2391d9efe81e61126,false,,2022-05-13T14:27:59.238Z,15000,Hight Quality Tv,[],1,15000,2022-05-05T09:46:26.228Z,1500,auction-6272aa80e27061704575836d-1651743986218-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,623c422f81ad779e64a41343
0,62739dac391d9efe81e61144,true,,2022-05-07T09:48:13.548Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T09:49:32.559Z,1500,auction-6272aa80e27061704575836d-1651744172549-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6273a2c3391d9efe81e61163,true,,2022-05-18T10:11:07.364Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T10:11:15.410Z,1500,auction-6241a82995e7475e444e9b3b-1651745475400-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,6273a3ac391d9efe81e61168,true,,2022-05-07T10:15:01.497Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T10:15:08.597Z,1500,auction-6241a82995e7475e444e9b3b-1651745708586-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,6273a414391d9efe81e6116b,true,,2022-05-07T10:15:01.497Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T10:16:52.349Z,1500,auction-6241a82995e7475e444e9b3b-1651745812338-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,6273a519391d9efe81e611c2,true,,2022-05-07T10:15:01.497Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T10:21:13.669Z,1500,auction-6241a82995e7475e444e9b3b-1651746073658-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,6273a5ca391d9efe81e611c5,true,,2022-05-07T10:15:01.497Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T10:24:10.150Z,1500,auction-6241a82995e7475e444e9b3b-1651746250139-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,6273acb0391d9efe81e61265,true,,2022-05-07T10:53:22.663Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T10:53:36.583Z,1500,auction-6241a82995e7475e444e9b3b-1651748016570-thumbnail.jpeg,Hight Quality Tv,6241a82995e7475e444e9b3b,
0,6273b394391d9efe81e6130d,false,,2022-05-13T14:52:45.845Z,15000,Hight Quality Tv,[],2,15000,2022-05-05T11:23:00.569Z,1500,auction-6272aa80e27061704575836d-1651749780544-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,623c422f81ad779e64a41343
0,6273b99c77dfb7b320fe9f1b,true,,2022-05-07T11:42:52.267Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T11:48:44.270Z,1500,auction-6272aa80e27061704575836d-1651751324254-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6273c2b13aa2a114b0b91ec2,false,,2022-05-13T14:53:58.223Z,15000,Hight Quality Tv,[],1,15000,2022-05-05T12:27:29.932Z,1500,auction-6272aa80e27061704575836d-1651753649916-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,623c422f81ad779e64a41343
0,6273c3bd3aa2a114b0b91ec5,true,,2022-05-12T12:26:23.947Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T12:31:57.016Z,1500,auction-6272aa80e27061704575836d-1651753917005-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6273fbb73f46e1ef7d1319db,true,,2022-05-07T16:30:38.195Z,1500,Hight Quality Tv,[],0,15000,2022-05-05T16:30:47.893Z,1500,auction-6272aa80e27061704575836d-1651768247882-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6274ee9ef1cb2dcca300fe64,true,,2022-05-12T09:46:50.808Z,1500,Hight Quality Tv,[],0,15000,2022-05-06T09:47:10.774Z,1500,auction-6272aa80e27061704575836d-1651830430749-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,62767346149afc141c120a55,true,,2022-05-08T13:22:42.773Z,1500,Hight Quality Tv,[],0,15000,2022-05-07T13:25:26.240Z,1500,auction-6272aa80e27061704575836d-1651929926014-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6276764b149afc141c120a8d,true,,2022-05-09T13:38:12.105Z,1500,Hight Quality Tv,[],0,15000,2022-05-07T13:38:19.769Z,1500,auction-6272aa80e27061704575836d-1651930699758-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,62767d1b149afc141c120afe,true,,2022-05-08T14:07:17.864Z,1500,Hight Quality Tv,[],0,15000,2022-05-07T14:07:23.892Z,1500,auction-6272aa80e27061704575836d-1651932443880-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,627699c6149afc141c12100b,true,,2022-05-08T16:09:06.870Z,1500,Hight Quality Tv,[],0,15000,2022-05-07T16:09:42.326Z,1500,auction-6272aa80e27061704575836d-1651939782310-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6277ac79a8a36a35e0c5f6fc,true,,2022-05-10T11:40:45.549Z,4899,"samsung tv 32 """"","[""auction-6277aab6a8a36a35e0c5f6bc-1652010105168-2.jpeg"",""auction-6277aab6a8a36a35e0c5f6bc-1652010105168-1.jpeg"",""auction-6277aab6a8a36a35e0c5f6bc-1652010105168-3.jpeg""]",2,18000,2022-05-08T11:41:45.182Z,1600,auction-6277aab6a8a36a35e0c5f6bc-1652010104923-thumbnail.jpeg,"TV Samsung 32""",6277aab6a8a36a35e0c5f6bc,
0,6277ea9af250967f225a2839,true,,2022-05-10T16:05:27.852Z,1500,Hight Quality Tv,"[""auction-6272aa80e27061704575836d-1652026010012-2.jpeg"",""auction-6272aa80e27061704575836d-1652026010012-1.jpeg"",""auction-6272aa80e27061704575836d-1652026010013-4.jpeg"",""auction-6272aa80e27061704575836d-1652026010013-3.jpeg""]",0,15000,2022-05-08T16:06:50.031Z,1500,auction-6272aa80e27061704575836d-1652026009998-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,6278005ef250967f225a2b54,true,,2022-05-13T17:39:08.270Z,1500,Hight Quality Tv,[],0,15000,2022-05-08T17:39:42.026Z,1500,auction-6272aa80e27061704575836d-1652031582013-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,627809c1f250967f225a2d26,true,,2022-05-12T18:19:11.846Z,1500,Hight Quality Tv,[],0,15000,2022-05-08T18:19:45.724Z,1500,auction-6272aa80e27061704575836d-1652033985712-thumbnail.jpeg,Hight Quality Tv,6272aa80e27061704575836d,
0,627e3935ee5e7b491131dea9,true,,2022-05-25T10:55:20.992Z,1500,Hight Quality Car,[],0,15000,2022-05-13T10:55:49.572Z,1500,auction-6272aa80e27061704575836d-1652439349561-thumbnail.jpeg,Car,6272aa80e27061704575836d,
0,627fb0e229256831bd895594,true,,2022-07-21T23:00:00.000Z,3500,antique car from 1989,[],0,60000,2022-05-14T13:38:42.772Z,3500,auction-6272aa80e27061704575836d-1652535522628-thumbnail.jpeg,Cool Car ,6272aa80e27061704575836d,